"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"yellow flexbuses at 2.0 with varying fixed bus sizes"
"03/31/2018 20:44:19:382 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"3","2","10","150","2","80","47.464285714285715","63.41891891891892","74.1304347826087","80539","272","10","0","7","3"
"1","2","10","12","2","75","46.44444444444444","60.2972972972973","69.25531914893617","100638","385","11","1","7","3"
"2","2","10","60","2","81","47.464285714285715","64.04054054054055","75.1304347826087","80546","278","10","0","7","3"
"3","2","10","150","2","81","47.464285714285715","64.04054054054055","75.1304347826087","80546","282","10","0","7","3"
"1","2","10","12","2","76","47.464285714285715","60.932432432432435","70.1304347826087","100647","385","11","1","7","3"
"2","2","10","60","2","82","47.464285714285715","64.66216216216216","76.1304347826087","80553","278","10","0","7","3"
"3","2","10","150","2","82","47.464285714285715","64.66216216216216","76.1304347826087","80553","282","10","0","7","3"
"1","2","10","12","2","77","47.464285714285715","61.554054054054056","71.1304347826087","100656","385","11","1","7","3"
"2","2","10","60","2","83","47.464285714285715","65.28378378378379","77.1304347826087","80560","278","10","0","7","3"
"3","2","10","150","2","83","47.464285714285715","65.28378378378379","77.1304347826087","80560","282","10","0","7","3"
"1","2","10","12","2","78","47.464285714285715","62.17567567567568","72.1304347826087","100665","385","11","1","7","3"
"2","2","10","60","2","84","47.464285714285715","65.9054054054054","78.1304347826087","80567","278","10","0","7","3"
"3","2","10","150","2","84","47.464285714285715","65.9054054054054","78.1304347826087","80567","282","10","0","7","3"
"1","2","10","12","2","79","47.464285714285715","62.7972972972973","73.1304347826087","100674","385","11","1","7","3"
"2","2","10","60","2","85","47.464285714285715","66.52702702702703","79.1304347826087","80574","278","10","0","7","3"
"3","2","10","150","2","85","47.464285714285715","66.52702702702703","79.1304347826087","80574","282","10","0","7","3"
"2","2","10","60","2","86","47.464285714285715","67.14864864864865","80.1304347826087","80581","278","10","0","7","3"
"1","2","10","12","2","80","47.464285714285715","63.41891891891892","74.1304347826087","100683","410","11","1","7","3"
"3","2","10","150","2","86","47.464285714285715","67.14864864864865","80.1304347826087","80581","282","10","0","7","3"
"2","2","10","60","2","87","51.193548387096776","67.77027027027027","80.72093023255815","80588","278","10","0","7","3"
"1","2","10","12","2","81","47.464285714285715","64.04054054054055","75.1304347826087","100692","410","11","1","7","3"
"3","2","10","150","2","87","51.193548387096776","67.77027027027027","80.72093023255815","80588","282","10","0","7","3"
"1","2","10","12","2","82","47.464285714285715","64.66216216216216","76.1304347826087","100701","410","11","1","7","3"
"2","2","10","60","2","88","51.193548387096776","68.35135135135135","81.72093023255815","80595","278","10","0","7","3"
"3","2","10","150","2","88","51.193548387096776","68.35135135135135","81.72093023255815","80595","282","10","0","7","3"
"3","2","10","150","2","89","51.193548387096776","68.93243243243244","82.72093023255815","80602","282","10","0","7","3"
"2","2","10","60","2","89","51.193548387096776","68.93243243243244","82.72093023255815","80602","278","10","0","7","3"
"1","2","10","12","2","83","47.464285714285715","65.28378378378379","77.1304347826087","100710","415","11","1","7","3"
"2","2","10","60","2","90","56.108108108108105","69.51351351351352","83.91891891891892","80609","288","10","0","7","3"
"3","2","10","150","2","90","56.108108108108105","69.51351351351352","83.91891891891892","80609","297","10","0","7","3"
"1","2","10","12","2","84","47.464285714285715","65.9054054054054","78.1304347826087","100719","416","11","1","7","3"
"3","2","10","150","2","91","56.108108108108105","70.01351351351352","84.91891891891892","80616","302","10","0","7","3"
"2","2","10","60","2","91","56.108108108108105","70.01351351351352","84.91891891891892","80616","298","10","0","7","3"
"1","2","10","12","2","85","47.464285714285715","66.52702702702703","79.1304347826087","100728","416","11","1","7","3"
"3","2","10","150","2","92","56.23684210526316","70.51351351351352","86.58333333333333","80623","302","10","0","7","3"
"2","2","10","60","2","92","56.23684210526316","70.51351351351352","86.58333333333333","80623","298","10","0","7","3"
"1","2","10","12","2","86","47.464285714285715","67.14864864864865","80.1304347826087","100737","416","11","1","7","3"
"3","2","10","150","2","93","56.23684210526316","71","87.58333333333333","80630","302","10","0","7","3"
"2","2","10","60","2","93","56.23684210526316","71","87.58333333333333","80630","298","10","0","7","3"
